식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,대표식품명,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민 A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,제공기관코드,제공기관명
D505-199000000-0001,갈비탕,D,음식,5,초등학교급식(재료량 기반 산출 함량),05,국 및 탕류,05199,갈비탕,0519900,해당없음,051990000,해당없음,00,해당없음,100ml,39,25.0,2.19,2.13,,2.71,0.26,0.2,6,0.45,21,59,109,2,2,3,0.016,0.046,0.235,0.72,0.02,9.90,0.76,,3,식품의약품안전처,,260ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D705-199000000-0001,갈비탕,D,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,05199,갈비탕,0519900,해당없음,051990000,해당없음,00,해당없음,100ml,75,28.9,4.40,5.02,,2.32,0.17,0.2,7,0.89,33,74,179,4,2,19,0.015,0.066,0.344,0.63,0.01,18.15,1.77,,3,식품의약품안전처,,270ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-199000000-0001,갈비탕,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05199,갈비탕,0519900,해당없음,051990000,해당없음,00,해당없음,100ml,49,14.8,2.50,3.13,,2.26,0.13,0.1,5,0.48,21,52,65,1,1,4,0.009,0.040,0.207,0.55,0.00,9.13,1.08,,3,식품의약품안전처,,797ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D605-199000000-0001,갈비탕,D,음식,6,중고등학교급식(재료량 기반 산출함량),05,국 및 탕류,05199,갈비탕,0519900,해당없음,051990000,해당없음,00,해당없음,100ml,33,12.5,1.80,2.46,,0.56,0.13,0.1,3,0.33,14,41,91,0,0,3,0.008,0.030,0.108,0.55,0.00,6.63,0.88,,3,식품의약품안전처,,372.8,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-199250000-0001,갈비탕_소금제외,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05199,갈비탕,0519925,소금제외,051992500,해당없음,00,해당없음,100ml,89,77.6,5.50,5.44,,4.21,0.39,0.3,9,1.40,43,100,62,3,2,9,0.019,0.069,0.531,0.52,0.02,16.97,1.97,,3,식품의약품안전처,,740ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D408-355000000-0001,갈치구이,D,음식,4,외식(재료량 기반 산출함량),08,구이류,08355,갈치구이,0835500,해당없음,083550000,해당없음,00,해당없음,100ml,147,49.5,12.65,9.81,,0.88,0.00,0.0,32,0.70,130,179,338,14,14,0,0.090,0.075,1.564,0.68,6.75,48.84,2.16,,3,식품의약품안전처,,140ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D608-355000000-0001,갈치구이,D,음식,6,중고등학교급식(재료량 기반 산출함량),08,구이류,08355,갈치구이,0835500,해당없음,083550000,해당없음,00,해당없음,100ml,117,36.0,9.59,6.95,,3.05,0.12,0.1,26,0.55,101,134,184,9,9,0,0.070,0.062,1.135,0.52,4.99,36.43,1.54,,3,식품의약품안전처,,110ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D508-355000000-0001,갈치구이,D,음식,5,초등학교급식(재료량 기반 산출 함량),08,구이류,08355,갈치구이,0835500,해당없음,083550000,해당없음,00,해당없음,100ml,127,35.8,9.83,7.36,,4.30,0.00,0.1,28,0.57,107,136,373,9,9,0,0.071,0.063,1.139,0.45,5.09,37.36,1.68,,3,식품의약품안전처,,80ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D708-355000000-0001,갈치구이,D,음식,7,산업체급식(재료량 기반 산출 함량),08,구이류,08355,갈치구이,0835500,해당없음,083550000,해당없음,00,해당없음,100ml,123,35.3,9.35,7.32,,3.96,0.00,0.1,23,0.52,95,131,314,10,10,0,0.070,0.054,1.117,0.49,4.75,34.33,1.59,,3,식품의약품안전처,,170ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D608-355030000-0001,갈치구이_기름,D,음식,6,중고등학교급식(재료량 기반 산출함량),08,구이류,08355,갈치구이,0835503,기름,083550300,해당없음,00,해당없음,100ml,118,36.0,9.60,6.95,,3.05,0.12,0.1,26,0.55,101,134,184,9,9,0,0.070,0.062,1.135,0.52,6.84,36.42,1.54,,3,식품의약품안전처,,110ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D408-355030000-0001,갈치구이_기름,D,음식,4,외식(재료량 기반 산출함량),08,구이류,08355,갈치구이,0835503,기름,083550300,해당없음,00,해당없음,100ml,148,49.5,12.70,9.81,,0.88,0.00,0.0,32,0.70,130,179,338,14,14,0,0.090,0.075,1.564,0.68,9.50,48.84,2.16,,3,식품의약품안전처,,140ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D508-355030000-0001,갈치구이_기름,D,음식,5,초등학교급식(재료량 기반 산출 함량),08,구이류,08355,갈치구이,0835503,기름,083550300,해당없음,00,해당없음,100ml,128,35.8,9.80,7.36,,4.30,0.00,0.1,28,0.57,107,136,373,9,9,0,0.071,0.063,1.139,0.45,6.90,37.36,1.68,,3,식품의약품안전처,,80ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D308-355030000-0001,갈치구이_기름,D,음식,3,외식(분석함량),08,구이류,08355,갈치구이,0835503,기름,083550300,해당없음,00,해당없음,100g,209,62.0,22.12,13.04,1.99,0.83,0.00,0.0,27,0.61,209,353,395,,217,0,0.101,0.123,4.253,0.00,3.05,79.12,3.55,0.13,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,1471000,식품의약품안전처
D708-355030000-0001,갈치구이_기름,D,음식,7,산업체급식(재료량 기반 산출 함량),08,구이류,08355,갈치구이,0835503,기름,083550300,해당없음,00,해당없음,100ml,124,35.3,9.30,7.32,,3.96,0.00,0.1,23,0.52,95,131,314,10,10,0,0.070,0.054,1.117,0.49,6.67,34.33,1.59,,3,식품의약품안전처,,170ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D108-355030000-0001,갈치구이_기름,D,음식,1,가정식(분석 함량),08,구이류,08355,갈치구이,0835503,기름,083550300,해당없음,00,해당없음,100g,138,70.6,21.54,5.48,1.81,0.60,0.00,6.7,12,0.47,237,418,297,44,44,0,0.000,0.080,4.150,0.96,2.29,87.96,1.31,0.05,3,식품의약품안전처,,200g,해당없음,1,분석,2019-12-31,2025-12-29,1471000,식품의약품안전처
D116-685020000-0001,갈치젓_양념,D,음식,1,가정식(분석 함량),16,젓갈류,16685,갈치젓,1668502,양념,166850200,해당없음,00,해당없음,100g,149,53.8,15.53,5.08,15.33,10.28,4.91,6.8,256,1.42,276,728,5023,488,413,897,7.311,0.178,0.000,0.00,0.00,112.27,1.87,0.03,3,식품의약품안전처,,90g,해당없음,1,분석,2017-12-31,2025-12-29,1471000,식품의약품안전처
D711-507060000-0001,갈치조림_무,D,음식,7,산업체급식(재료량 기반 산출 함량),11,조림류,11507,갈치조림,1150706,무,115070600,해당없음,00,해당없음,100ml,76,50.5,7.10,3.09,,4.67,1.68,1.1,24,0.57,86,222,297,23,7,194,0.070,0.158,1.037,2.68,4.71,24.20,0.82,,3,식품의약품안전처,,95ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D611-507060000-0001,갈치조림_무,D,음식,6,중고등학교급식(재료량 기반 산출함량),11,조림류,11507,갈치조림,1150706,무,115070600,해당없음,00,해당없음,100ml,118,72.8,10.80,4.81,,7.39,2.65,0.6,35,0.73,125,268,298,21,11,121,0.106,0.161,1.392,2.67,5.34,38.66,1.29,,3,식품의약품안전처,,74.50,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D411-507060000-0001,갈치조림_무,D,음식,4,외식(재료량 기반 산출함량),11,조림류,11507,갈치조림,1150706,무,115070600,해당없음,00,해당없음,100ml,65,53.8,6.31,2.40,,4.44,1.78,1.2,23,0.52,78,213,232,19,6,161,0.071,0.120,0.913,3.27,2.94,21.47,0.67,,3,식품의약품안전처,,400ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D606-259000000-0001,갈치찌개,D,음식,6,중고등학교급식(재료량 기반 산출함량),06,찌개 및 전골류,06259,갈치찌개,0625900,해당없음,062590000,해당없음,00,해당없음,100ml,39,27.1,3.90,1.56,,2.39,0.74,0.6,16,0.32,47,105,311,16,3,148,0.046,0.051,0.499,0.91,1.67,12.08,0.42,,3,식품의약품안전처,,293.9,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D406-259000000-0001,갈치찌개,D,음식,4,외식(재료량 기반 산출함량),06,찌개 및 전골류,06259,갈치찌개,0625900,해당없음,062590000,해당없음,00,해당없음,100ml,45,47.4,4.12,1.57,,2.96,0.86,0.9,16,0.36,52,153,136,13,4,107,0.046,0.068,0.657,2.50,1.91,13.82,0.44,,3,식품의약품안전처,,390ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D106-259000000-0001,갈치찌개,D,음식,1,가정식(분석 함량),06,찌개 및 전골류,06259,갈치찌개,0625900,해당없음,062590000,해당없음,00,해당없음,100g,38,91.0,5.27,1.00,0.75,1.95,0.98,0.8,10,0.23,61,177,91,11,2,104,0.000,0.060,0.048,2.52,0.00,15.04,0.30,0.00,3,식품의약품안전처,,250g,해당없음,1,분석,2017-12-31,2025-12-29,1471000,식품의약품안전처
D706-259000000-0001,갈치찌개,D,음식,7,산업체급식(재료량 기반 산출 함량),06,찌개 및 전골류,06259,갈치찌개,0625900,해당없음,062590000,해당없음,00,해당없음,100ml,39,27.1,3.90,1.56,,2.40,0.74,0.6,16,0.32,47,105,313,16,3,149,0.046,0.051,0.499,0.91,1.67,12.06,0.41,,3,식품의약품안전처,,417.8,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D712-575000000-0001,갈치튀김,D,음식,7,산업체급식(재료량 기반 산출 함량),12,튀김류,12575,갈치튀김,1257500,해당없음,125750000,해당없음,00,해당없음,100ml,78,17.5,4.60,5.47,,1.85,0.00,0.1,12,0.27,48,65,172,5,5,0,0.034,0.028,0.546,0.24,3.27,17.96,1.06,,3,식품의약품안전처,,100ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D412-575000000-0001,갈치튀김,D,음식,4,외식(재료량 기반 산출함량),12,튀김류,12575,갈치튀김,1257500,해당없음,125750000,해당없음,00,해당없음,100ml,78,17.5,4.60,5.47,,1.85,0.00,0.1,12,0.27,48,65,172,5,5,0,0.034,0.028,0.546,0.24,3.27,17.96,1.06,,3,식품의약품안전처,,100ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D310-449000000-0001,감바스_간편조리세트_감바스 알 아히요,D,음식,3,외식(분석함량),10,볶음류,10449,감바스,1044900,해당없음,104490000,해당없음,00,해당없음,100g,224,55.4,11.48,11.38,2.71,19.00,1.46,1.9,54,0.48,258,129,822,,1,74,0.107,0.064,0.871,0.38,0.00,35.59,1.96,0.01,3,식품의약품안전처,,641g,CJ 쿡킷,1,분석,2022-06-30,2025-12-29,1471000,식품의약품안전처
D310-449000000-0003,감바스_간편조리세트_감바스 알 아히요,D,음식,3,외식(분석함량),10,볶음류,10449,감바스,1044900,해당없음,104490000,해당없음,00,해당없음,100g,384,43.0,8.41,32.85,2.00,13.79,1.82,2.0,193,0.75,331,205,497,,0,0,0.168,0.104,1.179,2.04,0.00,27.34,4.71,0.10,3,식품의약품안전처,,401g,프레시지,1,분석,2022-06-30,2025-12-29,1471000,식품의약품안전처
D310-449000000-0002,감바스_간편조리세트_감바스 알 아히요,D,음식,3,외식(분석함량),10,볶음류,10449,감바스,1044900,해당없음,104490000,해당없음,00,해당없음,100g,303,50.9,6.54,22.52,1.45,18.56,1.42,1.8,17,0.57,136,148,346,,5,368,0.138,0.066,0.660,0.29,0.00,14.84,3.27,0.09,3,식품의약품안전처,,720g,HY 잇츠온,1,분석,2022-06-30,2025-12-29,1471000,식품의약품안전처
D405-261000000-0001,감자 된장국,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05261,감자 된장국,0526100,해당없음,052610000,해당없음,00,해당없음,100ml,22,17.1,1.40,0.32,,3.31,0.30,0.9,24,0.31,29,105,216,1,0,14,0.047,0.013,0.105,1.90,0.01,5.57,0.06,,3,식품의약품안전처,,320ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D705-261000000-0001,감자 된장국,D,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,05261,감자 된장국,0526100,해당없음,052610000,해당없음,00,해당없음,100ml,22,17.1,1.40,0.32,,3.31,0.30,0.9,24,0.31,29,105,216,1,0,14,0.047,0.013,0.105,1.90,0.01,5.57,0.06,,3,식품의약품안전처,,320ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D605-261120000-0001,감자 된장국_두부,D,음식,6,중고등학교급식(재료량 기반 산출함량),05,국 및 탕류,05261,감자 된장국,0526112,두부,052611200,해당없음,00,해당없음,100ml,32,28.3,2.40,0.77,,4.00,0.36,1.4,32,0.48,46,161,207,2,0,26,0.048,0.036,0.154,2.27,0.01,5.18,0.13,,3,식품의약품안전처,,193.4,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D505-261120000-0001,감자 된장국_두부,D,음식,5,초등학교급식(재료량 기반 산출 함량),05,국 및 탕류,05261,감자 된장국,0526112,두부,052611200,해당없음,00,해당없음,100ml,32,28.3,2.40,0.77,,4.00,0.36,1.4,32,0.48,46,161,207,2,0,26,0.048,0.036,0.154,2.27,0.01,5.18,0.13,,3,식품의약품안전처,,193.4,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D406-305000000-0001,감자 소고기찌개,D,음식,4,외식(재료량 기반 산출함량),06,찌개 및 전골류,06305,감자 소고기찌개,0630500,해당없음,063050000,해당없음,00,해당없음,100ml,48,32.8,3.20,2.27,,3.81,0.65,1.0,12,0.47,40,120,267,15,1,169,0.026,0.056,0.330,3.48,0.00,6.23,0.63,,3,식품의약품안전처,,315.2,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D506-305000000-0001,감자 소고기찌개,D,음식,5,초등학교급식(재료량 기반 산출 함량),06,찌개 및 전골류,06305,감자 소고기찌개,0630500,해당없음,063050000,해당없음,00,해당없음,100ml,52,32.0,3.40,2.45,,4.05,0.68,0.9,11,0.50,42,124,299,8,1,82,0.027,0.058,0.343,1.86,0.00,6.77,0.68,,3,식품의약품안전처,,204ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D606-305000000-0001,감자 소고기찌개,D,음식,6,중고등학교급식(재료량 기반 산출함량),06,찌개 및 전골류,06305,감자 소고기찌개,0630500,해당없음,063050000,해당없음,00,해당없음,100ml,52,32.0,3.40,2.45,,4.05,0.68,0.9,11,0.50,42,124,299,8,1,82,0.027,0.058,0.343,1.86,0.00,6.77,0.68,,3,식품의약품안전처,,204ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D705-262000000-0001,감자 호박된장국,D,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,05262,감자 호박된장국,0526200,해당없음,052620000,해당없음,00,해당없음,100ml,25,21.5,2.10,0.43,,3.51,0.55,1.4,48,0.48,47,177,377,6,0,75,0.058,0.032,0.183,1.79,0.02,9.39,0.09,,3,식품의약품안전처,,320ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D107-307170000-0001,감자_찐감자,D,음식,1,가정식(분석 함량),07,찜류,07307,감자,0730717,찐감자,073071700,해당없음,00,해당없음,100g,70,81.6,2.16,0.16,1.06,15.01,0.86,1.7,10,0.33,50,480,3,0,0,0,0.490,0.065,0.440,8.10,0.00,0.00,0.03,0.00,3,식품의약품안전처,,200g,해당없음,1,분석,2019-12-31,2025-12-29,1471000,식품의약품안전처
D508-356000000-0001,감자구이,D,음식,5,초등학교급식(재료량 기반 산출 함량),08,구이류,08356,감자구이,0835600,해당없음,083560000,해당없음,00,해당없음,100ml,76,48.5,1.23,3.48,,10.05,1.10,1.6,7,0.37,20,247,97,11,11,2,0.036,0.023,0.198,6.35,0.00,4.94,1.34,,3,식품의약품안전처,,110ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D608-356000000-0001,감자구이,D,음식,6,중고등학교급식(재료량 기반 산출함량),08,구이류,08356,감자구이,0835600,해당없음,083560000,해당없음,00,해당없음,100ml,81,59.2,1.50,2.91,,12.44,1.45,2.0,9,0.46,26,301,227,12,12,3,0.043,0.030,0.246,7.64,0.00,5.12,1.32,,3,식품의약품안전처,,130ml,해당없음,3,산출,2022-11-30,2025-12-29,1471000,식품의약품안전처
D708-356000000-0001,감자구이,D,음식,7,산업체급식(재료량 기반 산출 함량),08,구이류,08356,감자구이,0835600,해당없음,083560000,해당없음,00,해당없음,100ml,123,98.6,2.40,4.65,,18.18,0.00,3.3,11,0.70,40,496,1,0,0,0,0.072,0.032,0.378,12.65,0.00,0.00,0.71,,3,식품의약품안전처,,108ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D408-356000000-0001,감자구이,D,음식,4,외식(재료량 기반 산출함량),08,구이류,08356,감자구이,0835600,해당없음,083560000,해당없음,00,해당없음,100ml,123,98.6,2.40,4.65,,18.18,0.00,3.3,11,0.70,40,496,1,0,0,0,0.072,0.032,0.378,12.65,0.00,0.00,0.71,,3,식품의약품안전처,,108ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D305-200000000-0001,감자국,D,음식,3,외식(분석함량),05,국 및 탕류,05200,감자국,0520000,해당없음,052000000,해당없음,00,해당없음,100g,32,92.1,1.19,0.79,0.97,4.94,0.74,0.7,17,0.00,23,163,245,1,0,14,0.079,0.021,0.119,1.03,,0.78,0.03,0.00,3,식품의약품안전처,,700g,해당없음,1,분석,2017-12-31,2025-12-29,1471000,식품의약품안전처
D105-200000000-0001,감자국,D,음식,1,가정식(분석 함량),05,국 및 탕류,05200,감자국,0520000,해당없음,052000000,해당없음,00,해당없음,100g,21,94.4,0.90,0.26,0.80,3.67,0.85,0.7,5,0.12,22,122,215,0,0,0,0.708,0.023,0.485,0.63,0.00,0.00,0.03,0.00,3,식품의약품안전처,,400g,해당없음,1,분석,2019-12-31,2025-12-29,1471000,식품의약품안전처
D605-200000000-0001,감자국,D,음식,6,중고등학교급식(재료량 기반 산출함량),05,국 및 탕류,05200,감자국,0520000,해당없음,052000000,해당없음,00,해당없음,100ml,22,22.1,1.50,0.10,,4.09,0.07,0.9,39,0.39,37,176,354,1,0,9,0.020,0.015,0.116,2.69,0.02,9.87,0.04,,3,식품의약품안전처,,138.7,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D405-200000000-0001,감자국,D,음식,4,외식(재료량 기반 산출함량),05,국 및 탕류,05200,감자국,0520000,해당없음,052000000,해당없음,00,해당없음,100ml,21,90.2,0.90,0.10,,4.51,0.28,0.9,8,0.25,16,155,218,2,1,21,0.034,0.033,0.376,3.24,0.01,1.77,0.03,,3,식품의약품안전처,,240ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D505-200000000-0001,감자국,D,음식,5,초등학교급식(재료량 기반 산출 함량),05,국 및 탕류,05200,감자국,0520000,해당없음,052000000,해당없음,00,해당없음,100ml,22,22.1,1.50,0.10,,4.09,0.07,0.9,39,0.39,37,176,354,1,0,9,0.020,0.015,0.116,2.69,0.02,9.87,0.04,,3,식품의약품안전처,,138.7,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
D705-200000000-0001,감자국,D,음식,7,산업체급식(재료량 기반 산출 함량),05,국 및 탕류,05200,감자국,0520000,해당없음,052000000,해당없음,00,해당없음,100ml,21,90.2,0.85,0.10,,4.59,0.28,0.9,7,0.25,16,154,213,3,1,21,0.034,0.034,0.386,3.25,0.01,1.91,0.03,,3,식품의약품안전처,,240ml,해당없음,3,산출,2024-01-31,2025-12-29,1471000,식품의약품안전처
